"Estado","% Ocupación"
"Sinaloa","59.74"
"Ciudad de México","57.54"
"México","52.86"
"Baja California","37.60"
"Quintana Roo","34.64"
"Guerrero","31.25"
"Puebla","29.91"
"Oaxaca","29.41"
"Veracruz de Ignacio de La Llave","28.78"
"Tlaxcala","28.57"
"Chiapas","23.93"
"Tabasco","23.64"
"Morelos","23.40"
"Hidalgo","21.79"
"Querétaro","17.72"
"Yucatán","17.51"
"Chihuahua","16.40"
"San Luis Potosí","13.40"
"Colima","12.19"
"Michoacán de Ocampo","12.12"
"Nuevo León","11.32"
"Baja California Sur","9.80"
"Nayarit","9.52"
"Sonora","9.20"
"Guanajuato","9.16"
"Campeche","8.86"
"Durango","7.89"
"Aguascalientes","7.54"
"Tamaulipas","6.69"
"Jalisco","5.82"
"Coahuila de Zaragoza","5.35"
"Zacatecas","4.16"
