"Estado","% Ocupación"
"Nayarit","100.00"
"Tlaxcala","100.00"
"Nuevo León","86.63"
"Veracruz de Ignacio de La Llave","80.57"
"Querétaro","78.12"
"Tabasco","72.78"
"Ciudad de México","70.33"
"Puebla","68.75"
"Zacatecas","64.70"
"Colima","63.63"
"Yucatán","62.68"
"Oaxaca","59.49"
"Quintana Roo","59.45"
"Sinaloa","57.60"
"Baja California","55.88"
"Guanajuato","53.93"
"Tamaulipas","53.10"
"México","52.32"
"Sonora","50.00"
"Durango","48.00"
"Aguascalientes","44.89"
"Guerrero","36.36"
"Morelos","36.00"
"Chihuahua","34.66"
"Chiapas","34.00"
"Hidalgo","31.86"
"Coahuila de Zaragoza","29.26"
"San Luis Potosí","29.24"
"Jalisco","28.42"
"Michoacán de Ocampo","26.31"
"Campeche","11.11"
"Baja California Sur","6.66"
