"Estado","% Ocupación"
"Ciudad de México","39.10"
"Puebla","37.38"
"Morelos","36.31"
"Oaxaca","29.26"
"México","28.88"
"Querétaro","28.79"
"Tlaxcala","27.11"
"Guerrero","26.98"
"Hidalgo","20.80"
"Veracruz de Ignacio de La Llave","19.78"
"Tabasco","19.63"
"Nuevo León","18.59"
"Durango","18.42"
"Michoacán de Ocampo","18.07"
"Aguascalientes","17.09"
"Sonora","15.80"
"Baja California Sur","15.50"
"Colima","14.95"
"Quintana Roo","14.61"
"Sinaloa","14.47"
"Chihuahua","13.56"
"Tamaulipas","12.92"
"Guanajuato","12.60"
"Yucatán","11.80"
"Jalisco","11.73"
"Zacatecas","11.17"
"Nayarit","10.61"
"San Luis Potosí","8.94"
"Coahuila de Zaragoza","6.15"
"Baja California","5.97"
"Chiapas","4.66"
"Campeche","1.68"
