"Estado","% Ocupación"
"Zacatecas","94.11"
"Ciudad de México","79.72"
"Querétaro","77.77"
"Tlaxcala","75.00"
"Durango","66.07"
"Nuevo León","62.77"
"Aguascalientes","60.00"
"Colima","60.00"
"México","55.21"
"Oaxaca","53.42"
"Tabasco","50.00"
"Morelos","47.91"
"Michoacán de Ocampo","46.42"
"Coahuila de Zaragoza","46.34"
"Chihuahua","44.05"
"Jalisco","44.02"
"Yucatán","42.85"
"Sonora","42.85"
"Hidalgo","41.97"
"Sinaloa","40.19"
"Guanajuato","39.44"
"Puebla","38.57"
"Veracruz de Ignacio de La Llave","33.33"
"San Luis Potosí","29.21"
"Tamaulipas","27.52"
"Baja California","26.82"
"Guerrero","25.60"
"Quintana Roo","14.94"
"Baja California Sur","11.11"
"Campeche","8.33"
"Chiapas","6.06"
"Nayarit","0.00"
