"Estado","% Ocupación"
"Chihuahua","70.49"
"Nuevo León","53.87"
"Aguascalientes","51.75"
"Durango","48.97"
"Zacatecas","48.00"
"Ciudad de México","44.07"
"Coahuila de Zaragoza","41.44"
"Oaxaca","31.88"
"México","30.43"
"Baja California","29.35"
"Querétaro","29.35"
"San Luis Potosí","26.53"
"Sinaloa","24.90"
"Hidalgo","24.24"
"Colima","24.00"
"Guerrero","21.33"
"Baja California Sur","21.19"
"Jalisco","20.54"
"Michoacán de Ocampo","19.01"
"Tamaulipas","17.77"
"Morelos","17.53"
"Veracruz de Ignacio de La Llave","16.92"
"Tabasco","15.82"
"Tlaxcala","13.95"
"Puebla","13.55"
"Sonora","11.90"
"Guanajuato","11.67"
"Yucatán","11.48"
"Nayarit","10.82"
"Quintana Roo","6.34"
"Chiapas","2.96"
"Campeche","0.56"
