"Estado","% Ocupación"
"Chihuahua","38.35"
"Tabasco","33.74"
"Ciudad de México","29.64"
"Aguascalientes","23.14"
"Puebla","22.55"
"Michoacán de Ocampo","21.45"
"Hidalgo","20.91"
"Colima","20.58"
"México","20.27"
"Tlaxcala","19.20"
"Oaxaca","18.81"
"Yucatán","17.58"
"Baja California Sur","17.11"
"Morelos","17.00"
"Querétaro","16.90"
"Veracruz de Ignacio de La Llave","15.44"
"Nayarit","14.95"
"Durango","14.81"
"Guerrero","14.10"
"Nuevo León","13.96"
"Sonora","13.40"
"Jalisco","13.17"
"Sinaloa","12.05"
"Tamaulipas","11.64"
"San Luis Potosí","10.96"
"Baja California","10.92"
"Zacatecas","9.60"
"Quintana Roo","7.44"
"Chiapas","5.43"
"Guanajuato","5.37"
"Coahuila de Zaragoza","4.38"
"Campeche","3.87"
