"Estado","% Ocupación"
"Tlaxcala","100.00"
"Ciudad de México","89.81"
"Zacatecas","80.00"
"México","77.53"
"Querétaro","75.00"
"Yucatán","72.97"
"Oaxaca","72.16"
"Nuevo León","70.37"
"Aguascalientes","65.30"
"Puebla","64.78"
"Guanajuato","55.78"
"Jalisco","54.43"
"Tabasco","51.40"
"Tamaulipas","51.20"
"Durango","49.31"
"Veracruz de Ignacio de La Llave","48.75"
"Morelos","45.71"
"Sinaloa","42.05"
"Baja California","41.33"
"Guerrero","40.56"
"Hidalgo","40.54"
"Michoacán de Ocampo","35.89"
"Quintana Roo","33.33"
"Baja California Sur","33.33"
"Chihuahua","30.97"
"San Luis Potosí","28.42"
"Coahuila de Zaragoza","27.27"
"Sonora","26.38"
"Colima","26.08"
"Nayarit","23.33"
"Chiapas","16.17"
"Campeche","9.37"
