"Estado","% Ocupación"
"Ciudad de México","84.88"
"México","75.61"
"Baja California","60.98"
"Nuevo León","51.18"
"Hidalgo","51.09"
"Querétaro","47.43"
"Aguascalientes","46.98"
"Zacatecas","44.58"
"Tlaxcala","39.06"
"Tabasco","38.29"
"Sonora","37.60"
"Oaxaca","37.41"
"Durango","33.06"
"Coahuila de Zaragoza","32.19"
"Morelos","31.66"
"Jalisco","30.91"
"Puebla","30.03"
"Guanajuato","29.46"
"San Luis Potosí","29.13"
"Baja California Sur","28.72"
"Sinaloa","27.38"
"Michoacán de Ocampo","22.00"
"Veracruz de Ignacio de La Llave","19.18"
"Guerrero","18.95"
"Chihuahua","18.55"
"Yucatán","18.39"
"Quintana Roo","18.38"
"Colima","14.70"
"Tamaulipas","13.13"
"Nayarit","7.20"
"Chiapas","5.09"
"Campeche","2.29"
