"Estado","% Ocupación"
"Zacatecas","66.66"
"Querétaro","66.66"
"Quintana Roo","38.09"
"Chihuahua","37.77"
"Tabasco","36.04"
"Aguascalientes","32.75"
"Sonora","30.95"
"Ciudad de México","29.97"
"Yucatán","28.57"
"México","28.49"
"Tamaulipas","28.28"
"Michoacán de Ocampo","27.77"
"Guerrero","25.00"
"Colima","25.00"
"Oaxaca","23.07"
"Puebla","20.51"
"Durango","18.64"
"Sinaloa","18.62"
"Nuevo León","18.42"
"Baja California","17.39"
"Veracruz de Ignacio de La Llave","16.12"
"Coahuila de Zaragoza","12.76"
"Jalisco","11.47"
"Guanajuato","9.85"
"Morelos","9.09"
"Hidalgo","7.69"
"Chiapas","6.34"
"Campeche","5.88"
"San Luis Potosí","5.19"
"Nayarit","0.00"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
