"Estado","% Ocupación"
"Ciudad de México","88.71"
"México","79.20"
"Nuevo León","70.33"
"Tlaxcala","59.57"
"Puebla","57.92"
"Hidalgo","56.62"
"Querétaro","54.46"
"Colima","53.93"
"Baja California","52.53"
"Morelos","52.50"
"Oaxaca","52.17"
"Aguascalientes","49.32"
"Jalisco","48.36"
"Tabasco","46.06"
"Coahuila de Zaragoza","45.49"
"San Luis Potosí","43.75"
"Veracruz de Ignacio de La Llave","43.59"
"Guanajuato","40.46"
"Sonora","39.92"
"Durango","39.81"
"Sinaloa","37.06"
"Baja California Sur","35.32"
"Guerrero","35.07"
"Michoacán de Ocampo","35.06"
"Zacatecas","33.77"
"Nayarit","33.58"
"Yucatán","27.17"
"Quintana Roo","26.90"
"Tamaulipas","22.22"
"Chihuahua","22.02"
"Chiapas","11.11"
"Campeche","8.20"
