"Estado","% Ocupación"
"Nuevo León","64.34"
"Tabasco","60.82"
"Baja California","58.24"
"Puebla","53.16"
"Sinaloa","50.24"
"Veracruz de Ignacio de La Llave","45.39"
"Tlaxcala","44.27"
"Ciudad de México","44.25"
"Nayarit","43.00"
"Sonora","42.74"
"México","41.79"
"Yucatán","41.04"
"Guerrero","40.59"
"Tamaulipas","39.14"
"Colima","38.55"
"San Luis Potosí","37.09"
"Baja California Sur","35.43"
"Oaxaca","33.80"
"Quintana Roo","33.71"
"Coahuila de Zaragoza","32.85"
"Querétaro","32.78"
"Zacatecas","31.35"
"Aguascalientes","28.27"
"Jalisco","27.65"
"Durango","24.77"
"Hidalgo","23.65"
"Chiapas","23.20"
"Guanajuato","23.05"
"Michoacán de Ocampo","22.27"
"Chihuahua","22.08"
"Campeche","19.40"
"Morelos","16.66"
