"Estado","% Ocupación"
"Nuevo León","43.38"
"Colima","41.90"
"Chihuahua","41.58"
"Ciudad de México","39.31"
"Aguascalientes","34.55"
"Oaxaca","28.69"
"México","28.43"
"Querétaro","25.93"
"Michoacán de Ocampo","25.28"
"Baja California","25.17"
"Zacatecas","24.68"
"San Luis Potosí","22.82"
"Durango","21.78"
"Baja California Sur","20.00"
"Sinaloa","19.49"
"Veracruz de Ignacio de La Llave","19.46"
"Jalisco","19.40"
"Tabasco","19.20"
"Guerrero","19.00"
"Morelos","18.75"
"Coahuila de Zaragoza","18.66"
"Tlaxcala","17.32"
"Hidalgo","16.80"
"Puebla","16.05"
"Nayarit","15.86"
"Yucatán","15.41"
"Tamaulipas","14.73"
"Sonora","14.34"
"Quintana Roo","13.22"
"Guanajuato","8.21"
"Chiapas","3.48"
"Campeche","1.08"
