"Estado","% Ocupación"
"Baja California Sur","100.00"
"Tlaxcala","100.00"
"Ciudad de México","72.70"
"Baja California","66.66"
"México","60.90"
"Veracruz de Ignacio de La Llave","59.25"
"Oaxaca","57.57"
"Morelos","57.14"
"Tabasco","50.00"
"Hidalgo","50.00"
"Quintana Roo","46.15"
"Sinaloa","42.85"
"Guerrero","39.39"
"Puebla","38.70"
"Chiapas","38.09"
"Querétaro","35.48"
"Colima","33.33"
"Chihuahua","33.33"
"Yucatán","29.62"
"Guanajuato","25.00"
"Michoacán de Ocampo","20.00"
"Tamaulipas","17.14"
"Sonora","17.07"
"Coahuila de Zaragoza","14.28"
"Nuevo León","13.48"
"Jalisco","12.50"
"Campeche","10.52"
"San Luis Potosí","9.30"
"Aguascalientes","5.55"
"Zacatecas","4.76"
"Nayarit","0.00"
"Durango","0.00"
