"Estado","% Ocupación"
"Ciudad de México","88.01"
"Guanajuato","84.98"
"México","83.55"
"Hidalgo","82.31"
"Nuevo León","80.90"
"Puebla","78.29"
"Guerrero","73.58"
"Morelos","73.30"
"Nayarit","70.72"
"Querétaro","66.90"
"Veracruz de Ignacio de La Llave","56.16"
"Baja California","53.12"
"Oaxaca","51.84"
"Jalisco","51.79"
"Michoacán de Ocampo","51.59"
"Baja California Sur","49.62"
"Sonora","48.91"
"Colima","47.59"
"Tlaxcala","47.12"
"Aguascalientes","45.92"
"Zacatecas","42.36"
"Coahuila de Zaragoza","42.17"
"San Luis Potosí","40.72"
"Durango","39.15"
"Sinaloa","36.51"
"Quintana Roo","28.74"
"Tamaulipas","28.13"
"Tabasco","26.22"
"Chihuahua","21.84"
"Chiapas","14.05"
"Yucatán","13.64"
"Campeche","5.26"
