"Estado","% Ocupación"
"Zacatecas","80.55"
"Durango","78.57"
"Chihuahua","71.55"
"Nuevo León","66.84"
"Ciudad de México","63.43"
"Querétaro","62.50"
"Aguascalientes","62.19"
"Coahuila de Zaragoza","50.00"
"Oaxaca","40.00"
"Tamaulipas","36.52"
"México","36.48"
"Sinaloa","34.78"
"Jalisco","33.87"
"Baja California","32.63"
"Veracruz de Ignacio de La Llave","32.62"
"Sonora","32.00"
"San Luis Potosí","27.18"
"Tabasco","25.37"
"Guerrero","25.26"
"Guanajuato","24.77"
"Hidalgo","24.75"
"Michoacán de Ocampo","22.72"
"Puebla","21.64"
"Yucatán","17.02"
"Quintana Roo","16.94"
"Colima","16.66"
"Morelos","12.85"
"Chiapas","4.54"
"Nayarit","3.33"
"Campeche","2.94"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
