"Estado","% Ocupación"
"Ciudad de México","81.04"
"México","78.91"
"Morelos","75.80"
"Puebla","70.52"
"Guanajuato","69.74"
"Hidalgo","68.67"
"Guerrero","65.89"
"Nuevo León","61.37"
"Nayarit","55.68"
"Querétaro","54.07"
"Michoacán de Ocampo","52.31"
"Oaxaca","51.13"
"Baja California Sur","49.63"
"Veracruz de Ignacio de La Llave","46.48"
"Jalisco","44.62"
"Tlaxcala","40.59"
"Colima","39.78"
"Zacatecas","38.97"
"Sonora","37.88"
"Durango","34.73"
"Sinaloa","33.47"
"Aguascalientes","32.72"
"San Luis Potosí","31.70"
"Coahuila de Zaragoza","31.13"
"Baja California","29.61"
"Quintana Roo","28.00"
"Tamaulipas","22.82"
"Tabasco","20.38"
"Chihuahua","18.09"
"Yucatán","14.34"
"Chiapas","11.11"
"Campeche","5.13"
