"Estado","% Ocupación"
"Ciudad de México","82.71"
"México","75.02"
"Guanajuato","66.36"
"Durango","59.94"
"Hidalgo","58.95"
"Baja California","54.95"
"Nuevo León","54.09"
"Zacatecas","48.58"
"Querétaro","44.62"
"Coahuila de Zaragoza","44.45"
"Sonora","43.75"
"Aguascalientes","40.04"
"Morelos","35.05"
"Puebla","31.66"
"Oaxaca","30.55"
"Guerrero","30.51"
"Jalisco","28.31"
"Nayarit","25.80"
"Chihuahua","24.82"
"Veracruz de Ignacio de La Llave","23.04"
"Michoacán de Ocampo","22.13"
"Tlaxcala","20.74"
"Tabasco","20.35"
"Baja California Sur","19.10"
"San Luis Potosí","18.66"
"Tamaulipas","18.54"
"Quintana Roo","18.30"
"Sinaloa","18.27"
"Colima","14.36"
"Yucatán","10.28"
"Chiapas","3.08"
"Campeche","2.87"
