"Estado","% Ocupación"
"Ciudad de México","35.69"
"México","33.53"
"Sinaloa","27.89"
"Baja California","27.01"
"Durango","25.42"
"Morelos","21.68"
"Baja California Sur","21.53"
"Coahuila de Zaragoza","17.41"
"Nayarit","16.21"
"Guerrero","15.47"
"Puebla","15.38"
"Hidalgo","15.09"
"Sonora","13.70"
"Quintana Roo","13.53"
"Veracruz de Ignacio de La Llave","11.79"
"Chiapas","10.25"
"Oaxaca","9.28"
"Chihuahua","8.80"
"San Luis Potosí","7.69"
"Michoacán de Ocampo","7.67"
"Tamaulipas","6.32"
"Tabasco","6.25"
"Querétaro","5.97"
"Yucatán","4.90"
"Guanajuato","4.76"
"Tlaxcala","3.60"
"Jalisco","3.25"
"Aguascalientes","2.85"
"Nuevo León","2.83"
"Zacatecas","2.77"
"Colima","1.49"
"Campeche","0.00"
