"Estado","% Ocupación"
"Querétaro","68.18"
"Zacatecas","65.00"
"Yucatán","52.94"
"Sonora","33.33"
"México","31.00"
"Nuevo León","29.45"
"Quintana Roo","27.90"
"Tamaulipas","26.59"
"Aguascalientes","26.41"
"Sinaloa","26.08"
"Oaxaca","25.80"
"Chihuahua","25.55"
"Ciudad de México","24.15"
"Puebla","23.76"
"Michoacán de Ocampo","22.22"
"Guerrero","20.00"
"Tabasco","17.56"
"Jalisco","16.08"
"Durango","13.43"
"Veracruz de Ignacio de La Llave","12.59"
"Baja California","12.00"
"Guanajuato","10.71"
"San Luis Potosí","10.14"
"Campeche","9.09"
"Chiapas","7.84"
"Coahuila de Zaragoza","7.69"
"Colima","5.55"
"Hidalgo","4.25"
"Morelos","3.33"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
"Nayarit","0.00"
