"Estado","% Ocupación"
"Nuevo León","80.30"
"Tabasco","76.73"
"Nayarit","75.90"
"Puebla","67.22"
"Colima","66.43"
"Veracruz de Ignacio de La Llave","65.79"
"Coahuila de Zaragoza","63.78"
"Guanajuato","57.95"
"Sonora","57.45"
"Tamaulipas","56.77"
"Ciudad de México","54.79"
"México","48.00"
"Baja California Sur","44.35"
"Baja California","44.05"
"Quintana Roo","43.39"
"Sinaloa","42.18"
"Tlaxcala","41.15"
"Oaxaca","39.96"
"Zacatecas","39.66"
"Yucatán","39.00"
"Hidalgo","38.00"
"Campeche","36.98"
"Michoacán de Ocampo","36.25"
"Guerrero","34.54"
"Chiapas","33.33"
"San Luis Potosí","32.07"
"Durango","30.23"
"Morelos","28.38"
"Querétaro","25.77"
"Jalisco","25.02"
"Chihuahua","23.26"
"Aguascalientes","21.89"
