"Estado","% Ocupación"
"Tlaxcala","71.42"
"Ciudad de México","71.39"
"México","70.63"
"Baja California","65.82"
"Veracruz de Ignacio de La Llave","60.97"
"Morelos","60.71"
"Oaxaca","58.82"
"Guerrero","52.77"
"Puebla","50.98"
"Tabasco","47.36"
"Quintana Roo","43.33"
"Sinaloa","42.85"
"Querétaro","35.48"
"Colima","33.33"
"Yucatán","27.27"
"Michoacán de Ocampo","25.00"
"Hidalgo","25.00"
"Coahuila de Zaragoza","22.22"
"Tamaulipas","22.22"
"Chihuahua","21.91"
"Guanajuato","18.98"
"Chiapas","17.94"
"Campeche","17.64"
"Jalisco","17.64"
"San Luis Potosí","15.78"
"Sonora","14.28"
"Nuevo León","13.00"
"Aguascalientes","5.55"
"Zacatecas","0.00"
"Durango","0.00"
"Nayarit","0.00"
"Baja California Sur","0.00"
