"Estado","% Ocupación"
"Ciudad de México","31.62"
"Baja California","28.88"
"Sinaloa","27.35"
"México","20.99"
"Quintana Roo","16.27"
"Baja California Sur","16.00"
"Tlaxcala","15.55"
"Tabasco","13.71"
"Guerrero","12.80"
"Hidalgo","11.94"
"Oaxaca","10.20"
"Puebla","9.74"
"Morelos","9.58"
"Veracruz de Ignacio de La Llave","8.93"
"Yucatán","7.87"
"Chihuahua","7.34"
"Coahuila de Zaragoza","7.23"
"Campeche","6.52"
"San Luis Potosí","6.31"
"Colima","6.25"
"Michoacán de Ocampo","5.88"
"Chiapas","5.55"
"Aguascalientes","4.90"
"Nuevo León","4.31"
"Durango","4.10"
"Guanajuato","4.07"
"Jalisco","4.01"
"Tamaulipas","2.80"
"Querétaro","2.63"
"Sonora","2.44"
"Zacatecas","0.00"
"Nayarit","0.00"
