"Estado","% Ocupación"
"Querétaro","67.64"
"Michoacán de Ocampo","43.75"
"Yucatán","40.00"
"México","34.63"
"Aguascalientes","34.48"
"Chihuahua","30.76"
"Zacatecas","30.00"
"Ciudad de México","29.61"
"Tabasco","28.81"
"Quintana Roo","23.37"
"Nuevo León","23.27"
"Oaxaca","22.05"
"Sinaloa","20.95"
"Guerrero","20.00"
"Tamaulipas","19.44"
"Durango","18.75"
"Puebla","18.07"
"Jalisco","16.60"
"Veracruz de Ignacio de La Llave","15.78"
"Guanajuato","11.76"
"Chiapas","9.80"
"Sonora","8.16"
"San Luis Potosí","7.57"
"Baja California","7.31"
"Colima","5.26"
"Morelos","3.84"
"Coahuila de Zaragoza","3.70"
"Campeche","3.33"
"Hidalgo","3.27"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
"Nayarit","0.00"
