"Estado","% Ocupación"
"Ciudad de México","62.30"
"Zacatecas","53.02"
"Nuevo León","52.02"
"Aguascalientes","51.76"
"Durango","47.58"
"Baja California","44.32"
"México","40.95"
"Querétaro","40.38"
"Coahuila de Zaragoza","39.76"
"Chihuahua","33.53"
"San Luis Potosí","29.69"
"Hidalgo","28.78"
"Sonora","28.35"
"Jalisco","28.14"
"Oaxaca","26.06"
"Morelos","24.81"
"Sinaloa","24.01"
"Tabasco","23.35"
"Guanajuato","19.71"
"Michoacán de Ocampo","18.32"
"Puebla","17.20"
"Tamaulipas","15.30"
"Veracruz de Ignacio de La Llave","15.23"
"Guerrero","14.15"
"Baja California Sur","13.33"
"Yucatán","12.54"
"Nayarit","10.95"
"Quintana Roo","10.31"
"Colima","9.27"
"Tlaxcala","9.24"
"Campeche","0.00"
"Chiapas","0.00"
