"Estado","% Ocupación"
"Tlaxcala","100.00"
"Ciudad de México","86.44"
"Yucatán","76.31"
"Nuevo León","75.83"
"Zacatecas","75.00"
"Querétaro","74.28"
"México","72.59"
"Aguascalientes","63.54"
"Puebla","63.12"
"Oaxaca","62.36"
"Guanajuato","58.94"
"Durango","51.35"
"Tabasco","49.50"
"Jalisco","46.79"
"Tamaulipas","46.15"
"Morelos","45.00"
"Baja California","44.00"
"Veracruz de Ignacio de La Llave","41.95"
"Hidalgo","41.89"
"Sinaloa","39.81"
"Guerrero","37.73"
"Michoacán de Ocampo","35.89"
"Baja California Sur","33.33"
"Coahuila de Zaragoza","31.42"
"Chihuahua","30.63"
"Quintana Roo","29.33"
"San Luis Potosí","29.06"
"Colima","26.08"
"Sonora","21.87"
"Chiapas","16.17"
"Nayarit","13.33"
"Campeche","9.37"
