"Estado","% Ocupación"
"Ciudad de México","34.71"
"México","23.42"
"Sinaloa","20.28"
"Quintana Roo","19.88"
"Baja California","18.87"
"Morelos","18.51"
"Tabasco","16.76"
"Tlaxcala","13.72"
"Baja California Sur","12.72"
"Guerrero","11.90"
"Veracruz de Ignacio de La Llave","11.28"
"Puebla","10.76"
"Campeche","10.00"
"Hidalgo","8.87"
"Chihuahua","7.49"
"San Luis Potosí","7.31"
"Coahuila de Zaragoza","6.77"
"Aguascalientes","6.73"
"Yucatán","6.21"
"Oaxaca","5.67"
"Chiapas","5.55"
"Michoacán de Ocampo","5.26"
"Nuevo León","4.92"
"Durango","4.70"
"Jalisco","4.27"
"Guanajuato","3.81"
"Sonora","3.48"
"Querétaro","3.07"
"Tamaulipas","3.01"
"Nayarit","2.43"
"Colima","2.17"
"Zacatecas","0.00"
