"Estado","% Ocupación"
"Ciudad de México","73.38"
"Baja California","57.74"
"México","57.45"
"Sinaloa","45.85"
"Campeche","42.34"
"Guerrero","41.43"
"Quintana Roo","40.18"
"Tabasco","39.19"
"Morelos","37.73"
"Hidalgo","37.32"
"Veracruz de Ignacio de La Llave","35.94"
"Chihuahua","23.91"
"Puebla","23.11"
"Yucatán","21.71"
"Nayarit","21.62"
"Tlaxcala","17.19"
"Chiapas","16.26"
"Durango","14.96"
"Sonora","13.77"
"Aguascalientes","13.04"
"Nuevo León","10.85"
"Baja California Sur","10.52"
"Coahuila de Zaragoza","10.45"
"Tamaulipas","10.43"
"Michoacán de Ocampo","10.33"
"Guanajuato","10.33"
"Oaxaca","9.06"
"Querétaro","7.91"
"Jalisco","6.67"
"Zacatecas","5.63"
"San Luis Potosí","5.49"
"Colima","4.30"
