"Estado","% Ocupación"
"Ciudad de México","57.44"
"Puebla","53.04"
"México","49.57"
"Morelos","44.71"
"Oaxaca","39.71"
"Querétaro","36.44"
"Guerrero","34.35"
"Guanajuato","33.00"
"Hidalgo","31.82"
"Michoacán de Ocampo","30.63"
"Veracruz de Ignacio de La Llave","29.38"
"Tlaxcala","29.31"
"Nuevo León","28.84"
"Aguascalientes","26.66"
"Jalisco","24.53"
"Colima","23.88"
"Durango","23.86"
"Baja California Sur","23.64"
"Sinaloa","20.09"
"Nayarit","20.08"
"Quintana Roo","18.69"
"Zacatecas","17.41"
"Tabasco","16.50"
"Sonora","15.16"
"San Luis Potosí","15.01"
"Tamaulipas","13.97"
"Chihuahua","12.82"
"Yucatán","12.14"
"Coahuila de Zaragoza","11.01"
"Baja California","8.68"
"Chiapas","5.94"
"Campeche","4.02"
