"Estado","% Ocupación"
"Tlaxcala","100.00"
"Nayarit","100.00"
"Nuevo León","75.87"
"Zacatecas","73.33"
"Querétaro","71.87"
"Veracruz de Ignacio de La Llave","68.54"
"Ciudad de México","67.70"
"Tamaulipas","62.96"
"Yucatán","61.19"
"Puebla","58.57"
"Tabasco","54.41"
"Oaxaca","53.39"
"México","50.86"
"Aguascalientes","48.97"
"Quintana Roo","48.88"
"Durango","45.83"
"Baja California","45.79"
"Colima","45.45"
"Sinaloa","44.59"
"Guanajuato","44.00"
"Coahuila de Zaragoza","42.25"
"Jalisco","37.95"
"Chiapas","35.97"
"Guerrero","34.82"
"Sonora","33.33"
"Hidalgo","30.76"
"Baja California Sur","30.00"
"San Luis Potosí","28.57"
"Chihuahua","28.20"
"Michoacán de Ocampo","28.00"
"Morelos","20.00"
"Campeche","10.52"
