"Estado","% Ocupación"
"Querétaro","79.41"
"Ciudad de México","51.14"
"Zacatecas","45.00"
"Chihuahua","39.13"
"México","38.75"
"Puebla","35.57"
"Oaxaca","35.18"
"Durango","34.21"
"Yucatán","30.30"
"Hidalgo","29.41"
"Aguascalientes","29.31"
"Tabasco","28.33"
"Sinaloa","28.07"
"Veracruz de Ignacio de La Llave","27.77"
"Jalisco","23.72"
"Nuevo León","21.67"
"San Luis Potosí","20.00"
"Tamaulipas","17.27"
"Guerrero","17.27"
"Morelos","16.90"
"Sonora","16.45"
"Quintana Roo","14.86"
"Michoacán de Ocampo","12.12"
"Colima","11.11"
"Coahuila de Zaragoza","9.25"
"Guanajuato","8.43"
"Chiapas","7.93"
"Campeche","3.33"
"Baja California","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
