"Estado","% Ocupación"
"Tlaxcala","100.00"
"Colima","100.00"
"Sinaloa","100.00"
"México","73.94"
"Guerrero","65.11"
"Veracruz de Ignacio de La Llave","64.42"
"Ciudad de México","64.19"
"Baja California","61.19"
"Querétaro","58.62"
"Puebla","56.06"
"Morelos","51.72"
"Chiapas","50.00"
"Oaxaca","47.82"
"Yucatán","37.93"
"Quintana Roo","36.06"
"San Luis Potosí","31.42"
"Tabasco","31.25"
"Hidalgo","27.02"
"Guanajuato","24.67"
"Michoacán de Ocampo","24.24"
"Sonora","23.33"
"Chihuahua","22.66"
"Zacatecas","21.05"
"Nuevo León","14.65"
"Campeche","14.28"
"Jalisco","12.84"
"Tamaulipas","11.88"
"Coahuila de Zaragoza","7.14"
"Durango","6.89"
"Aguascalientes","5.55"
"Baja California Sur","0.00"
"Nayarit","0.00"
