"Estado","% Ocupación"
"Nuevo León","46.10"
"Colima","43.45"
"Ciudad de México","43.02"
"México","39.20"
"Chihuahua","38.87"
"Durango","37.96"
"Nayarit","37.56"
"Hidalgo","35.93"
"Coahuila de Zaragoza","35.23"
"Oaxaca","33.09"
"Guerrero","31.21"
"Michoacán de Ocampo","27.57"
"Aguascalientes","24.35"
"Veracruz de Ignacio de La Llave","23.14"
"Sinaloa","22.21"
"Baja California","21.88"
"Puebla","21.63"
"Jalisco","20.56"
"Quintana Roo","19.41"
"Baja California Sur","19.39"
"Tamaulipas","18.42"
"Querétaro","17.48"
"San Luis Potosí","17.46"
"Guanajuato","17.27"
"Zacatecas","17.10"
"Tabasco","16.61"
"Morelos","16.10"
"Sonora","15.99"
"Yucatán","11.28"
"Tlaxcala","9.60"
"Chiapas","4.53"
"Campeche","3.42"
