"Estado","% Ocupación"
"Baja California Sur","100.00"
"Tlaxcala","87.50"
"Ciudad de México","81.83"
"México","81.54"
"Baja California","77.77"
"Guerrero","74.35"
"Querétaro","72.00"
"Sinaloa","66.66"
"Colima","66.66"
"Sonora","63.15"
"Puebla","61.90"
"Veracruz de Ignacio de La Llave","59.50"
"Morelos","52.63"
"Yucatán","52.54"
"Zacatecas","50.00"
"Guanajuato","45.56"
"Oaxaca","45.23"
"San Luis Potosí","41.66"
"Tabasco","40.71"
"Chiapas","39.50"
"Michoacán de Ocampo","37.14"
"Chihuahua","31.08"
"Coahuila de Zaragoza","29.41"
"Nuevo León","28.86"
"Jalisco","27.47"
"Quintana Roo","27.27"
"Nayarit","25.00"
"Tamaulipas","24.77"
"Aguascalientes","17.30"
"Hidalgo","16.66"
"Durango","15.38"
"Campeche","4.76"
