"Estado","% Ocupación"
"Querétaro","80.00"
"Ciudad de México","76.53"
"Tlaxcala","75.00"
"Morelos","63.26"
"Zacatecas","61.11"
"México","60.86"
"Yucatán","55.26"
"Colima","50.00"
"Oaxaca","46.54"
"Tabasco","42.42"
"Puebla","40.76"
"Jalisco","39.88"
"Nuevo León","37.87"
"Veracruz de Ignacio de La Llave","37.73"
"Guanajuato","37.34"
"Sinaloa","37.00"
"San Luis Potosí","36.04"
"Aguascalientes","31.66"
"Tamaulipas","30.43"
"Hidalgo","29.50"
"Durango","27.69"
"Chihuahua","27.52"
"Coahuila de Zaragoza","27.27"
"Quintana Roo","24.19"
"Guerrero","21.05"
"Michoacán de Ocampo","20.58"
"Sonora","19.51"
"Baja California","14.28"
"Chiapas","7.93"
"Nayarit","3.33"
"Campeche","3.33"
"Baja California Sur","0.00"
