"Estado","% Ocupación"
"Quintana Roo","29.72"
"Baja California Sur","25.42"
"Nuevo León","22.74"
"Durango","21.35"
"Tamaulipas","19.50"
"Baja California","18.36"
"Chihuahua","17.47"
"Ciudad de México","17.47"
"Guerrero","16.15"
"Tabasco","15.62"
"Yucatán","14.00"
"México","13.82"
"Nayarit","13.76"
"Coahuila de Zaragoza","13.30"
"Puebla","12.91"
"Aguascalientes","12.80"
"Sonora","12.46"
"Jalisco","12.41"
"Veracruz de Ignacio de La Llave","11.83"
"Colima","11.65"
"Oaxaca","11.53"
"Morelos","10.73"
"Michoacán de Ocampo","10.07"
"Sinaloa","10.02"
"Hidalgo","9.42"
"Tlaxcala","9.21"
"Zacatecas","8.64"
"Querétaro","7.98"
"Guanajuato","4.29"
"Chiapas","4.09"
"Campeche","3.72"
"San Luis Potosí","2.39"
