"Estado","% Ocupación"
"Baja California Sur","100.00"
"Tlaxcala","87.50"
"Querétaro","84.74"
"Ciudad de México","81.34"
"México","76.96"
"Baja California","68.60"
"Veracruz de Ignacio de La Llave","63.57"
"Sonora","60.34"
"Guerrero","57.50"
"Puebla","54.90"
"Yucatán","54.83"
"Chiapas","54.08"
"Sinaloa","52.27"
"Guanajuato","51.89"
"Michoacán de Ocampo","45.94"
"San Luis Potosí","44.44"
"Tabasco","43.75"
"Morelos","43.75"
"Zacatecas","42.85"
"Oaxaca","41.86"
"Quintana Roo","38.80"
"Coahuila de Zaragoza","37.50"
"Durango","34.37"
"Chihuahua","32.87"
"Jalisco","32.11"
"Nuevo León","30.61"
"Tamaulipas","24.24"
"Campeche","16.00"
"Colima","14.28"
"Hidalgo","10.46"
"Nayarit","0.00"
"Aguascalientes","0.00"
