"Estado","% Ocupación"
"Puebla","24.24"
"Morelos","23.36"
"Guerrero","21.95"
"Chihuahua","20.41"
"Durango","20.00"
"Ciudad de México","18.34"
"Oaxaca","18.18"
"Quintana Roo","17.86"
"México","17.77"
"Hidalgo","17.23"
"Tabasco","16.77"
"Querétaro","13.83"
"Sinaloa","13.38"
"Nuevo León","13.36"
"Baja California Sur","13.04"
"Michoacán de Ocampo","12.85"
"Nayarit","11.98"
"Tamaulipas","11.96"
"Yucatán","11.62"
"Aguascalientes","11.36"
"Sonora","11.29"
"Veracruz de Ignacio de La Llave","11.03"
"Baja California","10.41"
"Zacatecas","8.60"
"Jalisco","7.86"
"Tlaxcala","6.55"
"Colima","6.30"
"San Luis Potosí","5.81"
"Chiapas","5.21"
"Guanajuato","5.11"
"Coahuila de Zaragoza","3.92"
"Campeche","1.54"
