"Estado","% Ocupación"
"Tabasco","30.26"
"Chihuahua","30.00"
"Ciudad de México","23.34"
"Querétaro","21.58"
"Yucatán","20.18"
"Tlaxcala","18.25"
"Michoacán de Ocampo","17.07"
"Oaxaca","16.84"
"Puebla","16.79"
"México","16.26"
"Baja California Sur","15.70"
"Colima","15.68"
"Nayarit","15.38"
"Aguascalientes","15.34"
"Guerrero","13.87"
"Baja California","13.74"
"Nuevo León","13.12"
"Morelos","11.60"
"Tamaulipas","11.41"
"Quintana Roo","11.11"
"Durango","10.95"
"Sinaloa","10.79"
"San Luis Potosí","10.72"
"Hidalgo","10.50"
"Veracruz de Ignacio de La Llave","8.85"
"Jalisco","8.76"
"Zacatecas","7.31"
"Chiapas","6.96"
"Sonora","6.63"
"Guanajuato","4.35"
"Coahuila de Zaragoza","4.11"
"Campeche","3.22"
