"Estado","% Ocupación"
"Ciudad de México","64.66"
"México","63.36"
"Puebla","59.42"
"Morelos","56.36"
"Guerrero","49.30"
"Hidalgo","46.49"
"Guanajuato","45.66"
"Oaxaca","40.76"
"Nuevo León","40.50"
"Querétaro","38.91"
"Michoacán de Ocampo","38.12"
"Baja California Sur","34.80"
"Veracruz de Ignacio de La Llave","34.34"
"Colima","32.82"
"Jalisco","32.44"
"Durango","29.41"
"Aguascalientes","28.87"
"Nayarit","26.99"
"Zacatecas","26.25"
"Sonora","25.67"
"Tlaxcala","23.18"
"San Luis Potosí","22.49"
"Tabasco","21.35"
"Sinaloa","21.23"
"Quintana Roo","18.10"
"Tamaulipas","17.17"
"Coahuila de Zaragoza","16.94"
"Baja California","16.68"
"Chihuahua","13.81"
"Yucatán","11.76"
"Chiapas","8.56"
"Campeche","4.10"
