"Estado","% Ocupación"
"Baja California","61.46"
"Nuevo León","56.53"
"México","53.04"
"Puebla","52.11"
"Sonora","50.63"
"Tabasco","50.49"
"Sinaloa","50.00"
"Ciudad de México","49.92"
"Guerrero","49.72"
"Veracruz de Ignacio de La Llave","44.25"
"Tlaxcala","40.00"
"Yucatán","38.69"
"Tamaulipas","36.74"
"Oaxaca","35.86"
"Querétaro","31.95"
"Quintana Roo","30.74"
"Chiapas","30.13"
"San Luis Potosí","30.00"
"Colima","29.76"
"Jalisco","29.33"
"Aguascalientes","28.38"
"Durango","25.42"
"Nayarit","25.24"
"Coahuila de Zaragoza","24.21"
"Campeche","23.02"
"Morelos","22.51"
"Guanajuato","21.72"
"Hidalgo","19.24"
"Chihuahua","18.77"
"Baja California Sur","18.58"
"Michoacán de Ocampo","13.12"
"Zacatecas","12.84"
