"Estado","% Ocupación"
"Tabasco","67.68"
"Puebla","61.09"
"Nayarit","60.40"
"Guanajuato","59.31"
"Nuevo León","56.64"
"Sonora","55.95"
"Ciudad de México","55.59"
"Veracruz de Ignacio de La Llave","54.94"
"Baja California","54.26"
"Coahuila de Zaragoza","52.14"
"México","51.08"
"Colima","51.02"
"Sinaloa","45.36"
"Tlaxcala","44.75"
"Yucatán","43.53"
"Guerrero","43.39"
"Chiapas","40.40"
"Hidalgo","39.15"
"Tamaulipas","37.88"
"Oaxaca","36.07"
"Campeche","35.49"
"Morelos","32.35"
"Aguascalientes","29.32"
"Michoacán de Ocampo","29.00"
"Quintana Roo","27.21"
"Durango","25.74"
"Jalisco","23.41"
"San Luis Potosí","21.64"
"Chihuahua","21.55"
"Zacatecas","21.22"
"Querétaro","19.93"
"Baja California Sur","13.45"
