"Estado","% Ocupación"
"Ciudad de México","86.40"
"México","76.82"
"Nuevo León","69.60"
"Tabasco","46.89"
"Tlaxcala","43.67"
"Hidalgo","41.17"
"Durango","40.74"
"Baja California","37.93"
"Aguascalientes","36.36"
"Puebla","34.29"
"Oaxaca","33.33"
"Jalisco","32.93"
"Querétaro","29.35"
"Zacatecas","28.76"
"Veracruz de Ignacio de La Llave","28.63"
"Guanajuato","26.44"
"Sinaloa","25.64"
"Michoacán de Ocampo","25.00"
"Coahuila de Zaragoza","23.65"
"Sonora","22.83"
"Morelos","21.50"
"Guerrero","20.71"
"Yucatán","19.69"
"Tamaulipas","19.23"
"Chihuahua","18.84"
"San Luis Potosí","16.66"
"Quintana Roo","15.20"
"Colima","13.55"
"Baja California Sur","8.75"
"Chiapas","7.84"
"Nayarit","3.77"
"Campeche","1.05"
