"Estado","% Ocupación"
"Querétaro","77.14"
"Yucatán","70.73"
"Ciudad de México","64.78"
"Oaxaca","58.24"
"México","51.20"
"Puebla","41.81"
"Tabasco","38.09"
"Aguascalientes","37.93"
"Tlaxcala","37.50"
"Veracruz de Ignacio de La Llave","32.03"
"Chihuahua","30.43"
"Zacatecas","27.77"
"Nuevo León","27.29"
"Tamaulipas","26.92"
"Durango","26.66"
"Michoacán de Ocampo","26.47"
"Sinaloa","23.42"
"Jalisco","22.88"
"Morelos","22.85"
"San Luis Potosí","22.22"
"Sonora","20.83"
"Guerrero","20.35"
"Hidalgo","19.35"
"Baja California","11.62"
"Quintana Roo","11.53"
"Guanajuato","11.36"
"Colima","11.11"
"Coahuila de Zaragoza","9.09"
"Chiapas","4.76"
"Baja California Sur","0.00"
"Nayarit","0.00"
"Campeche","0.00"
