"Estado","% Ocupación"
"Puebla","30.38"
"Morelos","28.35"
"Guerrero","24.64"
"México","22.40"
"Hidalgo","21.99"
"Durango","21.42"
"Ciudad de México","21.13"
"Chihuahua","20.79"
"Oaxaca","18.78"
"Baja California Sur","18.28"
"Querétaro","17.27"
"Quintana Roo","16.71"
"Sonora","16.24"
"Michoacán de Ocampo","15.14"
"Aguascalientes","15.10"
"Tabasco","13.38"
"Sinaloa","12.30"
"Nuevo León","12.02"
"Tamaulipas","11.78"
"Tlaxcala","11.55"
"Veracruz de Ignacio de La Llave","11.51"
"Yucatán","10.16"
"Colima","9.95"
"Nayarit","9.45"
"Baja California","9.37"
"Zacatecas","8.80"
"Jalisco","8.74"
"Guanajuato","7.41"
"San Luis Potosí","7.24"
"Coahuila de Zaragoza","4.10"
"Chiapas","3.59"
"Campeche","3.37"
