"Estado","% Ocupación"
"Ciudad de México","81.90"
"México","75.36"
"Guanajuato","67.38"
"Baja California","64.86"
"Hidalgo","60.94"
"Durango","56.81"
"Nuevo León","54.55"
"Zacatecas","45.93"
"Querétaro","43.98"
"Coahuila de Zaragoza","43.32"
"Sonora","43.11"
"Aguascalientes","39.45"
"Morelos","36.88"
"Puebla","31.31"
"Jalisco","29.62"
"Oaxaca","28.38"
"Chihuahua","27.42"
"Guerrero","26.27"
"Nayarit","24.00"
"Michoacán de Ocampo","23.75"
"Tabasco","22.72"
"Veracruz de Ignacio de La Llave","21.35"
"Tlaxcala","20.43"
"San Luis Potosí","19.52"
"Quintana Roo","19.04"
"Baja California Sur","18.33"
"Tamaulipas","18.09"
"Sinaloa","17.66"
"Colima","13.33"
"Yucatán","10.95"
"Campeche","3.57"
"Chiapas","3.15"
