"Estado","% Ocupación"
"Nuevo León","65.33"
"Colima","61.29"
"Tabasco","58.29"
"Veracruz de Ignacio de La Llave","55.89"
"Baja California","51.07"
"Zacatecas","50.68"
"Ciudad de México","49.39"
"Tlaxcala","49.21"
"Puebla","47.91"
"Yucatán","47.32"
"Coahuila de Zaragoza","45.27"
"Sinaloa","44.48"
"San Luis Potosí","43.80"
"México","43.20"
"Aguascalientes","40.78"
"Durango","37.38"
"Quintana Roo","36.89"
"Nayarit","35.29"
"Tamaulipas","33.94"
"Jalisco","31.85"
"Sonora","30.97"
"Baja California Sur","30.58"
"Oaxaca","29.59"
"Querétaro","27.30"
"Hidalgo","26.64"
"Morelos","25.32"
"Michoacán de Ocampo","24.01"
"Guerrero","22.93"
"Guanajuato","22.65"
"Chiapas","22.30"
"Chihuahua","20.07"
"Campeche","16.41"
