"Estado","% Ocupación"
"Nayarit","100.00"
"Querétaro","65.62"
"Tabasco","47.54"
"Yucatán","36.36"
"Chihuahua","35.78"
"Ciudad de México","35.62"
"Aguascalientes","32.75"
"México","32.35"
"Puebla","31.57"
"Zacatecas","30.00"
"Guerrero","23.63"
"Jalisco","23.38"
"Tamaulipas","23.07"
"Sinaloa","22.82"
"Nuevo León","22.70"
"Durango","19.73"
"Michoacán de Ocampo","18.42"
"Oaxaca","17.64"
"Quintana Roo","17.10"
"Veracruz de Ignacio de La Llave","16.88"
"Sonora","13.04"
"San Luis Potosí","12.65"
"Baja California","11.62"
"Guanajuato","11.53"
"Chiapas","7.93"
"Colima","6.66"
"Hidalgo","5.88"
"Morelos","5.76"
"Coahuila de Zaragoza","5.71"
"Tlaxcala","0.00"
"Campeche","0.00"
"Baja California Sur","0.00"
