"Estado","% Ocupación"
"Querétaro","71.87"
"Aguascalientes","66.66"
"Ciudad de México","62.11"
"Zacatecas","60.00"
"Nuevo León","55.13"
"Michoacán de Ocampo","53.19"
"Chihuahua","53.16"
"Durango","46.55"
"Nayarit","45.45"
"Tamaulipas","43.24"
"Puebla","42.52"
"México","41.45"
"Yucatán","39.62"
"Baja California","37.97"
"Veracruz de Ignacio de La Llave","36.84"
"Jalisco","35.51"
"Guerrero","34.82"
"Oaxaca","33.68"
"Tabasco","30.59"
"Sinaloa","29.12"
"Tlaxcala","25.00"
"San Luis Potosí","24.76"
"Quintana Roo","24.41"
"Coahuila de Zaragoza","23.52"
"Hidalgo","19.23"
"Colima","17.64"
"Morelos","17.50"
"Sonora","15.66"
"Guanajuato","14.67"
"Baja California Sur","13.88"
"Campeche","9.09"
"Chiapas","7.79"
