"Estado","% Ocupación"
"Chihuahua","80.57"
"Coahuila de Zaragoza","66.94"
"Durango","62.50"
"Nuevo León","62.50"
"Ciudad de México","53.31"
"Zacatecas","41.76"
"México","39.84"
"Hidalgo","38.48"
"Aguascalientes","35.92"
"Nayarit","34.91"
"Colima","32.30"
"Guerrero","30.04"
"Querétaro","28.76"
"Oaxaca","28.27"
"Guanajuato","26.64"
"Baja California","25.76"
"Jalisco","25.19"
"Michoacán de Ocampo","23.48"
"Sinaloa","22.24"
"Veracruz de Ignacio de La Llave","21.34"
"San Luis Potosí","20.80"
"Sonora","20.24"
"Puebla","19.96"
"Quintana Roo","18.76"
"Tamaulipas","17.37"
"Tabasco","15.88"
"Morelos","15.72"
"Baja California Sur","15.18"
"Yucatán","11.53"
"Tlaxcala","10.78"
"Chiapas","3.63"
"Campeche","3.51"
