"Estado","% Ocupación"
"Ciudad de México","73.35"
"México","72.70"
"Guerrero","60.00"
"Sonora","55.72"
"Puebla","54.90"
"Baja California","52.88"
"Tlaxcala","51.13"
"Morelos","50.51"
"Tabasco","47.98"
"Guanajuato","46.92"
"Hidalgo","45.10"
"Oaxaca","43.92"
"Veracruz de Ignacio de La Llave","43.59"
"Nayarit","42.30"
"Sinaloa","38.41"
"Coahuila de Zaragoza","38.40"
"Chiapas","35.43"
"Michoacán de Ocampo","35.05"
"Yucatán","34.04"
"Colima","33.62"
"Jalisco","31.84"
"Querétaro","29.90"
"Nuevo León","25.75"
"Durango","23.10"
"Chihuahua","21.54"
"Aguascalientes","21.46"
"Quintana Roo","21.34"
"Campeche","21.01"
"Tamaulipas","19.40"
"San Luis Potosí","16.69"
"Zacatecas","14.90"
"Baja California Sur","8.00"
