"Estado","% Ocupación"
"Zacatecas","80.00"
"Querétaro","77.41"
"Tlaxcala","75.00"
"Nuevo León","66.35"
"Aguascalientes","65.62"
"Ciudad de México","62.90"
"Colima","61.76"
"Durango","60.65"
"Tamaulipas","57.81"
"Yucatán","57.14"
"Veracruz de Ignacio de La Llave","51.74"
"Baja California","47.42"
"México","45.85"
"Michoacán de Ocampo","45.65"
"Oaxaca","43.87"
"Puebla","41.86"
"Guanajuato","39.79"
"Quintana Roo","38.55"
"San Luis Potosí","38.53"
"Jalisco","38.10"
"Chihuahua","35.63"
"Tabasco","32.23"
"Hidalgo","31.39"
"Sinaloa","30.10"
"Morelos","29.57"
"Sonora","29.16"
"Guerrero","27.67"
"Coahuila de Zaragoza","24.44"
"Chiapas","23.07"
"Baja California Sur","20.00"
"Campeche","10.25"
"Nayarit","6.66"
