"Estado","% Ocupación"
"Baja California","30.00"
"México","26.89"
"Ciudad de México","21.64"
"Baja California Sur","20.00"
"Chiapas","18.75"
"Quintana Roo","15.38"
"Sinaloa","15.17"
"Guerrero","13.95"
"Campeche","13.63"
"Morelos","12.28"
"Chihuahua","10.06"
"Tabasco","9.44"
"Coahuila de Zaragoza","9.15"
"Puebla","8.16"
"Yucatán","8.06"
"Oaxaca","7.14"
"Tamaulipas","5.61"
"Veracruz de Ignacio de La Llave","4.41"
"Hidalgo","4.34"
"Nuevo León","4.30"
"Guanajuato","3.95"
"Nayarit","3.84"
"Tlaxcala","3.57"
"Michoacán de Ocampo","2.95"
"Colima","2.85"
"Jalisco","2.57"
"Aguascalientes","2.36"
"Querétaro","2.04"
"San Luis Potosí","1.82"
"Zacatecas","1.58"
"Sonora","1.40"
"Durango","0.00"
