"Estado","% Ocupación"
"Chihuahua","50.73"
"Aguascalientes","45.30"
"Nuevo León","44.04"
"Ciudad de México","43.31"
"Colima","37.86"
"Durango","36.08"
"Querétaro","28.96"
"Oaxaca","28.82"
"Zacatecas","28.48"
"Baja California","28.22"
"México","27.90"
"San Luis Potosí","27.50"
"Michoacán de Ocampo","25.09"
"Coahuila de Zaragoza","22.89"
"Tabasco","20.32"
"Veracruz de Ignacio de La Llave","20.17"
"Jalisco","19.84"
"Tamaulipas","19.62"
"Sinaloa","18.86"
"Guerrero","18.00"
"Baja California Sur","17.50"
"Tlaxcala","16.92"
"Morelos","16.77"
"Hidalgo","16.38"
"Nayarit","16.05"
"Yucatán","14.22"
"Puebla","11.93"
"Quintana Roo","10.69"
"Sonora","10.16"
"Guanajuato","7.92"
"Chiapas","4.31"
"Campeche","0.54"
