"Estado","% Ocupación"
"Ciudad de México","38.29"
"Tabasco","33.52"
"Querétaro","32.24"
"Chihuahua","29.90"
"Colima","28.57"
"Yucatán","28.37"
"Aguascalientes","28.28"
"Oaxaca","25.00"
"México","24.68"
"Tlaxcala","22.65"
"Puebla","22.65"
"Sinaloa","19.62"
"Michoacán de Ocampo","19.10"
"Durango","18.89"
"Morelos","18.84"
"Veracruz de Ignacio de La Llave","18.49"
"Hidalgo","18.05"
"Nuevo León","17.06"
"San Luis Potosí","16.51"
"Sonora","15.45"
"Jalisco","15.01"
"Baja California Sur","13.97"
"Guerrero","13.63"
"Tamaulipas","12.45"
"Baja California","9.60"
"Zacatecas","9.41"
"Nayarit","9.25"
"Guanajuato","8.73"
"Quintana Roo","7.20"
"Chiapas","5.91"
"Coahuila de Zaragoza","5.90"
"Campeche","3.10"
