"Estado","% Ocupación"
"Baja California Sur","100.00"
"Ciudad de México","81.30"
"México","76.47"
"Tlaxcala","75.00"
"Guerrero","74.46"
"Veracruz de Ignacio de La Llave","69.29"
"Morelos","64.28"
"Baja California","63.01"
"Sonora","60.86"
"Chiapas","57.57"
"Querétaro","55.00"
"Oaxaca","54.76"
"Hidalgo","45.45"
"Sinaloa","45.23"
"Puebla","44.44"
"Yucatán","43.63"
"Tabasco","37.41"
"Quintana Roo","36.20"
"San Luis Potosí","35.89"
"Chihuahua","34.52"
"Guanajuato","34.24"
"Colima","33.33"
"Coahuila de Zaragoza","30.00"
"Tamaulipas","22.78"
"Durango","21.87"
"Zacatecas","21.73"
"Michoacán de Ocampo","20.58"
"Jalisco","15.49"
"Nuevo León","13.45"
"Campeche","6.06"
"Aguascalientes","0.00"
"Nayarit","0.00"
