"Estado","% Ocupación"
"Zacatecas","100.00"
"Ciudad de México","94.54"
"México","90.41"
"Tlaxcala","87.50"
"Nuevo León","85.55"
"Morelos","82.69"
"Querétaro","75.00"
"Aguascalientes","71.00"
"Oaxaca","69.64"
"Guanajuato","68.68"
"Sinaloa","66.66"
"Puebla","64.51"
"Yucatán","62.16"
"Veracruz de Ignacio de La Llave","57.50"
"Durango","57.14"
"Tabasco","56.09"
"Jalisco","55.60"
"Nayarit","54.83"
"Coahuila de Zaragoza","54.54"
"Hidalgo","53.94"
"San Luis Potosí","52.27"
"Baja California Sur","50.00"
"Baja California","49.33"
"Tamaulipas","48.45"
"Quintana Roo","43.10"
"Sonora","39.06"
"Guerrero","38.31"
"Chihuahua","37.27"
"Colima","33.33"
"Michoacán de Ocampo","25.64"
"Chiapas","20.58"
"Campeche","15.15"
