"Estado","% Ocupación"
"Chihuahua","62.54"
"Durango","57.83"
"Nuevo León","50.45"
"Aguascalientes","46.60"
"Ciudad de México","45.03"
"Zacatecas","39.63"
"Coahuila de Zaragoza","39.04"
"Querétaro","33.89"
"México","30.24"
"Baja California","28.62"
"San Luis Potosí","25.10"
"Oaxaca","23.73"
"Michoacán de Ocampo","23.19"
"Sinaloa","21.48"
"Colima","20.19"
"Hidalgo","20.17"
"Guerrero","19.92"
"Jalisco","19.89"
"Baja California Sur","18.78"
"Tlaxcala","18.32"
"Morelos","17.83"
"Tamaulipas","17.25"
"Veracruz de Ignacio de La Llave","16.88"
"Tabasco","15.66"
"Yucatán","13.38"
"Sonora","13.36"
"Puebla","12.76"
"Nayarit","11.61"
"Guanajuato","11.38"
"Quintana Roo","10.57"
"Chiapas","2.22"
"Campeche","1.62"
