"Estado","% Ocupación"
"Nayarit","90.00"
"Veracruz de Ignacio de La Llave","75.55"
"Querétaro","75.00"
"Tlaxcala","75.00"
"Puebla","73.49"
"Tabasco","73.33"
"Ciudad de México","72.17"
"Nuevo León","72.11"
"Colima","69.23"
"Sinaloa","64.83"
"Oaxaca","61.61"
"Tamaulipas","60.60"
"Quintana Roo","58.44"
"Guanajuato","56.17"
"Baja California","56.09"
"México","56.06"
"Yucatán","55.35"
"Zacatecas","53.33"
"Aguascalientes","51.02"
"Sonora","44.61"
"Chihuahua","40.84"
"Guerrero","39.21"
"Chiapas","36.80"
"Coahuila de Zaragoza","35.71"
"San Luis Potosí","30.30"
"Durango","28.57"
"Jalisco","28.42"
"Michoacán de Ocampo","24.32"
"Morelos","24.28"
"Hidalgo","22.72"
"Campeche","14.28"
"Baja California Sur","7.69"
