"Estado","% Ocupación"
"Colima","55.67"
"Nuevo León","53.27"
"Yucatán","45.02"
"San Luis Potosí","44.71"
"Aguascalientes","42.85"
"Ciudad de México","42.42"
"Tlaxcala","40.29"
"Baja California","39.86"
"Durango","38.09"
"México","36.54"
"Zacatecas","35.75"
"Puebla","34.68"
"Tamaulipas","34.60"
"Querétaro","34.50"
"Veracruz de Ignacio de La Llave","33.53"
"Quintana Roo","33.10"
"Jalisco","32.49"
"Tabasco","31.71"
"Baja California Sur","30.89"
"Nayarit","30.00"
"Sinaloa","28.29"
"Coahuila de Zaragoza","27.84"
"Oaxaca","26.72"
"Michoacán de Ocampo","25.67"
"Hidalgo","24.59"
"Morelos","21.95"
"Sonora","19.45"
"Chihuahua","17.32"
"Guanajuato","17.12"
"Guerrero","17.01"
"Chiapas","13.60"
"Campeche","12.40"
