"Estado","% Ocupación"
"Ciudad de México","62.35"
"Sinaloa","45.45"
"México","45.38"
"Baja California","44.14"
"Quintana Roo","34.78"
"Hidalgo","29.71"
"Morelos","28.40"
"Veracruz de Ignacio de La Llave","27.71"
"Tabasco","25.92"
"Oaxaca","22.40"
"Guerrero","19.51"
"Yucatán","17.53"
"Tlaxcala","15.90"
"Colima","15.78"
"Puebla","15.25"
"Chiapas","15.15"
"Querétaro","12.65"
"Baja California Sur","12.24"
"San Luis Potosí","10.11"
"Nayarit","10.00"
"Michoacán de Ocampo","9.55"
"Nuevo León","8.84"
"Coahuila de Zaragoza","7.29"
"Guanajuato","7.14"
"Durango","6.66"
"Sonora","6.43"
"Aguascalientes","6.34"
"Chihuahua","6.00"
"Tamaulipas","5.99"
"Jalisco","4.42"
"Campeche","4.00"
"Zacatecas","1.42"
