"Estado","% Ocupación"
"Ciudad de México","34.44"
"Sinaloa","25.60"
"Chiapas","20.00"
"México","18.20"
"Campeche","13.63"
"Guerrero","12.82"
"Quintana Roo","12.31"
"Baja California Sur","11.42"
"Chihuahua","10.95"
"Tabasco","9.09"
"Morelos","8.77"
"Puebla","8.15"
"Tlaxcala","7.89"
"Oaxaca","7.77"
"Tamaulipas","7.40"
"Coahuila de Zaragoza","6.84"
"Yucatán","5.26"
"Guanajuato","4.54"
"Nuevo León","4.24"
"Veracruz de Ignacio de La Llave","3.96"
"Nayarit","3.70"
"Hidalgo","3.33"
"Baja California","3.22"
"Zacatecas","3.22"
"Michoacán de Ocampo","3.01"
"Colima","2.77"
"Jalisco","2.43"
"Aguascalientes","2.22"
"Sonora","2.10"
"San Luis Potosí","0.84"
"Durango","0.00"
"Querétaro","0.00"
