"Estado","% Ocupación"
"Ciudad de México","86.29"
"México","77.55"
"Nuevo León","71.40"
"Baja California","56.54"
"Tlaxcala","55.73"
"Hidalgo","50.93"
"Aguascalientes","50.24"
"Coahuila de Zaragoza","46.72"
"Querétaro","46.37"
"Puebla","45.84"
"Tabasco","45.39"
"Jalisco","44.98"
"Sonora","44.68"
"San Luis Potosí","44.44"
"Oaxaca","43.85"
"Morelos","40.16"
"Michoacán de Ocampo","39.77"
"Veracruz de Ignacio de La Llave","39.06"
"Colima","38.96"
"Durango","37.93"
"Guanajuato","37.34"
"Zacatecas","33.93"
"Sinaloa","31.95"
"Guerrero","29.20"
"Nayarit","27.19"
"Baja California Sur","26.48"
"Tamaulipas","23.89"
"Chihuahua","21.72"
"Quintana Roo","20.20"
"Yucatán","18.94"
"Chiapas","9.55"
"Campeche","6.15"
