"Estado","% Ocupación"
"Ciudad de México","86.13"
"México","78.05"
"Baja California","75.15"
"Hidalgo","67.75"
"Nuevo León","66.49"
"Guanajuato","66.04"
"Sonora","53.22"
"Querétaro","52.33"
"Durango","44.51"
"Morelos","43.27"
"Coahuila de Zaragoza","43.12"
"Oaxaca","39.71"
"Puebla","39.64"
"Michoacán de Ocampo","38.83"
"Zacatecas","36.36"
"Nayarit","34.78"
"Aguascalientes","33.12"
"Jalisco","32.38"
"Tlaxcala","29.82"
"Guerrero","29.31"
"Veracruz de Ignacio de La Llave","26.52"
"Tamaulipas","25.23"
"Tabasco","25.00"
"Baja California Sur","23.39"
"Chihuahua","22.82"
"San Luis Potosí","21.33"
"Quintana Roo","21.20"
"Sinaloa","20.24"
"Colima","18.22"
"Yucatán","11.82"
"Chiapas","4.94"
"Campeche","3.45"
