"Estado","% Ocupación"
"Ciudad de México","77.09"
"México","58.59"
"Baja California","54.05"
"Guerrero","45.91"
"Hidalgo","43.25"
"Tabasco","42.66"
"Sinaloa","42.14"
"Veracruz de Ignacio de La Llave","40.28"
"Nayarit","39.10"
"Morelos","35.92"
"Quintana Roo","32.80"
"Puebla","31.84"
"Yucatán","25.41"
"Chiapas","25.07"
"Oaxaca","22.81"
"Sonora","21.57"
"Chihuahua","20.63"
"Tlaxcala","20.00"
"Querétaro","17.24"
"Aguascalientes","16.66"
"Durango","15.51"
"Coahuila de Zaragoza","15.44"
"Nuevo León","14.72"
"Campeche","13.31"
"Tamaulipas","12.81"
"Michoacán de Ocampo","12.41"
"Colima","11.28"
"Guanajuato","11.08"
"Jalisco","10.26"
"San Luis Potosí","7.92"
"Baja California Sur","7.17"
"Zacatecas","5.28"
